Watching for file changes with StatReloader
[02/May/2026 19:49:26] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:49:27] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:49:27] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:49:53] "GET /api/v1/notifications/unread-count/ HTTP/1.1" 200 18
[02/May/2026 19:50:23] "GET /api/v1/notifications/unread-count/ HTTP/1.1" 200 18
[02/May/2026 19:50:38] "GET /api/v1/notifications/ HTTP/1.1" 200 417
[02/May/2026 19:50:38] "GET /api/v1/notifications/ HTTP/1.1" 200 417
[02/May/2026 19:50:40] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:50:40] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:50:40] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:50:40] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:50:41] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:50:41] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:50:42] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:50:42] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:50:42] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:50:42] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:50:43] "GET /api/v1/certificates/missions/ HTTP/1.1" 200 52
[02/May/2026 19:50:43] "GET /api/v1/certificates/missions/ HTTP/1.1" 200 52
[02/May/2026 19:50:44] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:50:44] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:50:44] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:50:44] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:50:45] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:50:45] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:50:46] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:50:46] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:50:53] "GET /api/v1/notifications/unread-count/ HTTP/1.1" 200 18
[02/May/2026 19:51:23] "GET /api/v1/notifications/unread-count/ HTTP/1.1" 200 18
[02/May/2026 19:51:53] "GET /api/v1/notifications/unread-count/ HTTP/1.1" 200 18
[02/May/2026 19:52:23] "GET /api/v1/notifications/unread-count/ HTTP/1.1" 200 18
[02/May/2026 19:52:53] "GET /api/v1/notifications/unread-count/ HTTP/1.1" 200 18
[02/May/2026 19:53:15] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:15] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:17] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:17] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:17] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:17] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:18] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:18] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:18] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:18] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:18] "GET /api/v1/certificates/missions/ HTTP/1.1" 200 52
[02/May/2026 19:53:18] "GET /api/v1/certificates/missions/ HTTP/1.1" 200 52
[02/May/2026 19:53:19] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:19] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:19] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:19] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:19] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:19] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:20] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:20] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:20] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:20] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:21] "GET /api/v1/notifications/ HTTP/1.1" 200 417
[02/May/2026 19:53:21] "GET /api/v1/notifications/ HTTP/1.1" 200 417
[02/May/2026 19:53:21] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:22] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:22] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:22] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:22] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:22] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:23] "GET /api/v1/notifications/unread-count/ HTTP/1.1" 200 18
[02/May/2026 19:53:23] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:23] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:23] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:23] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:23] "GET /api/v1/certificates/missions/ HTTP/1.1" 200 52
[02/May/2026 19:53:23] "GET /api/v1/certificates/missions/ HTTP/1.1" 200 52
[02/May/2026 19:53:23] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:23] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:24] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:24] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:24] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:24] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:24] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:24] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:24] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:24] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:24] "GET /api/v1/notifications/ HTTP/1.1" 200 417
[02/May/2026 19:53:24] "GET /api/v1/notifications/ HTTP/1.1" 200 417
[02/May/2026 19:53:24] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:24] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:24] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:24] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:24] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:24] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:25] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:25] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:25] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:25] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:25] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:25] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:25] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:25] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:25] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:25] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:25] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:25] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:25] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:25] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:26] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:26] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:26] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:26] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:26] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:26] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:26] "GET /api/v1/certificates/missions/ HTTP/1.1" 200 52
[02/May/2026 19:53:26] "GET /api/v1/certificates/missions/ HTTP/1.1" 200 52
[02/May/2026 19:53:26] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:26] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:26] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:26] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:26] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:26] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:26] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:26] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:26] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:26] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:26] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:26] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:27] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:27] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:27] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:27] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:27] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:27] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:27] "GET /api/v1/certificates/missions/ HTTP/1.1" 200 52
[02/May/2026 19:53:27] "GET /api/v1/certificates/missions/ HTTP/1.1" 200 52
[02/May/2026 19:53:28] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:28] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:28] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:28] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:28] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:28] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:28] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:28] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:29] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:29] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:29] "GET /api/v1/leaves/balances/ HTTP/1.1" 200 52
[02/May/2026 19:53:29] "GET /api/v1/leaves/requests/ HTTP/1.1" 200 52
[02/May/2026 19:53:29] "GET /api/v1/certificates/missions/ HTTP/1.1" 200 52
[02/May/2026 19:53:29] "GET /api/v1/certificates/missions/ HTTP/1.1" 200 52
[02/May/2026 19:53:29] "GET /api/v1/leaves/types/ HTTP/1.1" 200 1029
[02/May/2026 19:53:29] "GET /api/v1/leaves/types/ HTTP/1.1" 200 1029
[02/May/2026 19:53:29] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:29] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:30] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:30] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:30] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:30] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:30] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:30] "GET /api/v1/requests/mine/ HTTP/1.1" 200 2
[02/May/2026 19:53:30] "GET /api/v1/certificates/missions/ HTTP/1.1" 200 52
[02/May/2026 19:53:30] "GET /api/v1/certificates/missions/ HTTP/1.1" 200 52
[02/May/2026 19:53:33] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:33] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:53:34] "GET /api/v1/certificates/missions/ HTTP/1.1" 200 52
[02/May/2026 19:53:34] "GET /api/v1/certificates/missions/ HTTP/1.1" 200 52
[02/May/2026 19:53:37] "OPTIONS /api/v1/auth/logout/ HTTP/1.1" 200 0
[02/May/2026 19:53:37] "POST /api/v1/auth/logout/ HTTP/1.1" 200 37
[02/May/2026 19:54:17] "POST /api/v1/auth/login/ HTTP/1.1" 200 897
[02/May/2026 19:54:17] "OPTIONS /api/v1/requests/stats/ HTTP/1.1" 200 0
[02/May/2026 19:54:17] "OPTIONS /api/v1/requests/all/?status=PENDING HTTP/1.1" 200 0
[02/May/2026 19:54:17] "GET /api/v1/notifications/unread-count/ HTTP/1.1" 200 18
[02/May/2026 19:54:17] "OPTIONS /api/v1/requests/all/?status=APPROVED HTTP/1.1" 200 0
[02/May/2026 19:54:17] "OPTIONS /api/v1/requests/all/?status=PENDING HTTP/1.1" 200 0
[02/May/2026 19:54:17] "GET /api/v1/requests/stats/ HTTP/1.1" 200 142
[02/May/2026 19:54:17] "OPTIONS /api/v1/requests/all/?status=APPROVED HTTP/1.1" 200 0
[02/May/2026 19:54:17] "GET /api/v1/requests/all/?status=PENDING HTTP/1.1" 200 2
[02/May/2026 19:54:17] "GET /api/v1/notifications/unread-count/ HTTP/1.1" 200 18
[02/May/2026 19:54:18] "GET /api/v1/requests/all/?status=APPROVED HTTP/1.1" 200 678
[02/May/2026 19:54:18] "GET /api/v1/requests/stats/ HTTP/1.1" 200 142
[02/May/2026 19:54:18] "GET /api/v1/requests/all/?status=PENDING HTTP/1.1" 200 2
[02/May/2026 19:54:18] "GET /api/v1/requests/all/?status=APPROVED HTTP/1.1" 200 678
[02/May/2026 19:54:47] "OPTIONS /api/v1/requests/all/ HTTP/1.1" 200 0
[02/May/2026 19:54:47] "OPTIONS /api/v1/requests/all/ HTTP/1.1" 200 0
[02/May/2026 19:54:47] "GET /api/v1/requests/all/ HTTP/1.1" 200 678
[02/May/2026 19:54:47] "GET /api/v1/requests/all/ HTTP/1.1" 200 678
[02/May/2026 19:54:47] "GET /api/v1/notifications/unread-count/ HTTP/1.1" 200 18
[02/May/2026 19:54:50] "OPTIONS /api/v1/requests/all/?type=CERTIFICATE HTTP/1.1" 200 0
[02/May/2026 19:54:50] "GET /api/v1/requests/all/?type=CERTIFICATE HTTP/1.1" 200 678
[02/May/2026 19:54:51] "OPTIONS /api/v1/requests/all/?type=LEAVE HTTP/1.1" 200 0
[02/May/2026 19:54:51] "GET /api/v1/requests/all/?type=LEAVE HTTP/1.1" 200 2
[02/May/2026 19:54:52] "OPTIONS /api/v1/requests/all/?type=MISSION HTTP/1.1" 200 0
[02/May/2026 19:54:52] "GET /api/v1/requests/all/?type=MISSION HTTP/1.1" 200 2
[02/May/2026 19:54:53] "OPTIONS /api/v1/requests/all/?type=MISSION&status=PENDING HTTP/1.1" 200 0
[02/May/2026 19:54:53] "GET /api/v1/requests/all/?type=MISSION&status=PENDING HTTP/1.1" 200 2
[02/May/2026 19:54:54] "OPTIONS /api/v1/requests/all/?type=MISSION&status=APPROVED HTTP/1.1" 200 0
[02/May/2026 19:54:54] "GET /api/v1/requests/all/?type=MISSION&status=APPROVED HTTP/1.1" 200 2
[02/May/2026 19:54:54] "OPTIONS /api/v1/requests/all/?type=MISSION&status=REJECTED HTTP/1.1" 200 0
[02/May/2026 19:54:54] "GET /api/v1/requests/all/?type=MISSION&status=REJECTED HTTP/1.1" 200 2
[02/May/2026 19:54:55] "OPTIONS /api/v1/requests/all/?status=REJECTED HTTP/1.1" 200 0
[02/May/2026 19:54:55] "GET /api/v1/requests/all/?status=REJECTED HTTP/1.1" 200 2
[02/May/2026 19:54:56] "OPTIONS /api/v1/requests/all/?type=CERTIFICATE&status=REJECTED HTTP/1.1" 200 0
[02/May/2026 19:54:56] "GET /api/v1/requests/all/?type=CERTIFICATE&status=REJECTED HTTP/1.1" 200 2
[02/May/2026 19:54:56] "OPTIONS /api/v1/requests/all/?type=LEAVE&status=REJECTED HTTP/1.1" 200 0
[02/May/2026 19:54:56] "GET /api/v1/requests/all/?type=LEAVE&status=REJECTED HTTP/1.1" 200 2
[02/May/2026 19:54:56] "GET /api/v1/requests/all/?type=MISSION&status=REJECTED HTTP/1.1" 200 2
[02/May/2026 19:54:59] "GET /api/v1/requests/all/?status=APPROVED HTTP/1.1" 200 678
[02/May/2026 19:54:59] "GET /api/v1/requests/all/?status=PENDING HTTP/1.1" 200 2
[02/May/2026 19:54:59] "GET /api/v1/requests/stats/ HTTP/1.1" 200 142
[02/May/2026 19:54:59] "GET /api/v1/requests/all/?status=APPROVED HTTP/1.1" 200 678
[02/May/2026 19:54:59] "GET /api/v1/requests/all/?status=PENDING HTTP/1.1" 200 2
[02/May/2026 19:54:59] "GET /api/v1/requests/stats/ HTTP/1.1" 200 142
[02/May/2026 19:55:03] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:55:03] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:55:08] "OPTIONS /api/v1/certificates/templates/5b0fa32f-6a0f-4eea-886f-bf99cf5f0d4f/ HTTP/1.1" 200 0
[02/May/2026 19:55:08] "OPTIONS /api/v1/certificates/templates/5b0fa32f-6a0f-4eea-886f-bf99cf5f0d4f/ HTTP/1.1" 200 0
[02/May/2026 19:55:08] "GET /api/v1/certificates/templates/5b0fa32f-6a0f-4eea-886f-bf99cf5f0d4f/ HTTP/1.1" 200 1842
[02/May/2026 19:55:08] "GET /api/v1/certificates/templates/5b0fa32f-6a0f-4eea-886f-bf99cf5f0d4f/ HTTP/1.1" 200 1842
[02/May/2026 19:55:17] "GET /api/v1/notifications/unread-count/ HTTP/1.1" 200 18
[02/May/2026 19:55:47] "GET /api/v1/notifications/unread-count/ HTTP/1.1" 200 18
[02/May/2026 19:56:13] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:56:13] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:56:17] "GET /api/v1/notifications/unread-count/ HTTP/1.1" 200 18
[02/May/2026 19:56:23] "OPTIONS /api/v1/certificates/templates/c213e529-03cd-4570-a77f-2d77c778f3be/ HTTP/1.1" 200 0
[02/May/2026 19:56:23] "OPTIONS /api/v1/certificates/templates/c213e529-03cd-4570-a77f-2d77c778f3be/ HTTP/1.1" 200 0
[02/May/2026 19:56:23] "GET /api/v1/certificates/templates/c213e529-03cd-4570-a77f-2d77c778f3be/ HTTP/1.1" 200 1821
[02/May/2026 19:56:23] "GET /api/v1/certificates/templates/c213e529-03cd-4570-a77f-2d77c778f3be/ HTTP/1.1" 200 1821
[02/May/2026 19:56:35] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:56:35] "GET /api/v1/certificates/templates/ HTTP/1.1" 200 7524
[02/May/2026 19:56:47] "GET /api/v1/notifications/unread-count/ HTTP/1.1" 200 18
[02/May/2026 19:57:03] "OPTIONS /api/v1/employees/ HTTP/1.1" 200 0
[02/May/2026 19:57:03] "OPTIONS /api/v1/employees/ HTTP/1.1" 200 0
[02/May/2026 19:57:03] "OPTIONS /api/v1/employees/departments/ HTTP/1.1" 200 0
[02/May/2026 19:57:03] "OPTIONS /api/v1/employees/departments/ HTTP/1.1" 200 0
[02/May/2026 19:57:03] "GET /api/v1/employees/departments/ HTTP/1.1" 200 1074
[02/May/2026 19:57:03] "GET /api/v1/employees/departments/ HTTP/1.1" 200 1074
Internal Server Error: /api/v1/employees/
Traceback (most recent call last):
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\django\core\handlers\base.py", line 198, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\django\views\decorators\csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\django\views\generic\base.py", line 106, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\views.py", line 515, in dispatch
    response = self.handle_exception(exc)
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\views.py", line 475, in handle_exception
    self.raise_uncaught_exception(exc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\views.py", line 486, in raise_uncaught_exception
    raise exc
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\views.py", line 512, in dispatch
    response = handler(request, *args, **kwargs)
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\generics.py", line 243, in get
    return self.list(request, *args, **kwargs)
           ~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\mixins.py", line 43, in list
    return self.get_paginated_response(serializer.data)
                                       ^^^^^^^^^^^^^^^
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\serializers.py", line 809, in data
    ret = super().data
          ^^^^^^^^^^^^
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\serializers.py", line 251, in data
    self._data = self.to_representation(self.instance)
                 ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\serializers.py", line 728, in to_representation
    self.child.to_representation(item) for item in iterable
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\serializers.py", line 537, in to_representation
    for field in fields:
                 ^^^^^^
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\serializers.py", line 398, in _readable_fields
    for field in self.fields.values():
                 ^^^^^^^^^^^
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\django\utils\functional.py", line 47, in __get__
    res = instance.__dict__[self.name] = self.func(instance)
                                         ~~~~~~~~~^^^^^^^^^^
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\serializers.py", line 387, in fields
    fields[key] = value
    ~~~~~~^^^^^
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\utils\serializer_helpers.py", line 165, in __setitem__
    field.bind(field_name=key, parent=self.serializer)
    ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\fields.py", line 358, in bind
    assert self.source != field_name, (
           ^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError: It is redundant to specify `source='full_name'` on field 'CharField' in serializer 'EmployeeListSerializer', because it is the same as the field name. Remove the `source` keyword argument.
[02/May/2026 19:57:03] "GET /api/v1/employees/ HTTP/1.1" 500 23207
Internal Server Error: /api/v1/employees/
Traceback (most recent call last):
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\django\core\handlers\base.py", line 198, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\django\views\decorators\csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\django\views\generic\base.py", line 106, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\views.py", line 515, in dispatch
    response = self.handle_exception(exc)
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\views.py", line 475, in handle_exception
    self.raise_uncaught_exception(exc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\views.py", line 486, in raise_uncaught_exception
    raise exc
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\views.py", line 512, in dispatch
    response = handler(request, *args, **kwargs)
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\generics.py", line 243, in get
    return self.list(request, *args, **kwargs)
           ~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\mixins.py", line 43, in list
    return self.get_paginated_response(serializer.data)
                                       ^^^^^^^^^^^^^^^
  File "c:\Users\nawfa\Desktop\PROJECT\hrms-backend\venv\Lib\site-packages\rest_framework\serializers.py", line 809, in data
    ret = super().data
